id,input_text,target_language,human_translated_text,clean_text,detected_lang,moderation_status,emotion_label,input_token_count,human_translation_token_count
438,मीरा का घर पीला है।,en,Mira’s house is yellow.,मीरा का घर पीला है।,hi,approved,joy,27,9
439,घास किस रंग की होती है?,en,What color is grass?,घास किस रंग की होती है?,hi,approved,anger,34,5
440,घास हरी होती है।,en,Grass is green.,घास हरी होती है।,hi,approved,joy,25,5
441,वह भूरा सोफ़ा किसका है?,en,Whose brown sofa is that?,वह भूरा सोफ़ा किसका है?,hi,approved,joy,34,7
442,वह भूरा सोफ़ा मेरा है।,en,That brown sofa is mine.,वह भूरा सोफ़ा मेरा है।,hi,approved,joy,33,6
443,वे रंग-बिरंगे फूल किसके हैं?,en,Whose colorful flowers are those?,वे रंगबिरंगे फूल किसके हैं?,hi,approved,anger,46,7
444,वे रंग-बिरंगे फूल कुलदीप के हैं।,en,Those colorful flowers are Kuldeep’s.,वे रंगबिरंगे फूल कुलदीप के हैं।,hi,approved,joy,53,11
445,ये सफ़ेद किताबें किसकी हैं?,en,Whose white books are these?,ये सफ़ेद किताबें किसकी हैं?,hi,approved,anger,44,7
446,ये सफ़ेद किताबें रवीना की हैं।,en,These white books are Raveena’s.,ये सफ़ेद किताबें रवीना की हैं।,hi,approved,joy,48,11
447,कुंग फू पांडा मोटा और बड़ा है।,en,Kung Fu Panda is fat and big.,कुंग फू पांडा मोटा और बड़ा है।,hi,approved,joy,44,9
448,आपकी कुर्सी छोटी है।,en,Your chair is small.,आपकी कुर्सी छोटी है।,hi,approved,joy,34,5
449,यह रास्ता सीधा सिनेमा घर जाता है।,en,This way goes straight to the movie theater.,यह रास्ता सीधा सिनेमा घर जाता है।,hi,approved,joy,48,9
450,"उसका कमरा साफ़ है, पर रीना का कमरा गंदा है।",en,"His room is clean, but Reena’s is dirty.","उसका कमरा साफ़ है, पर रीना का कमरा गंदा है।",hi,approved,joy,60,14
451,"वह आदमी मूर्ख नहीं, चालाक है।",en,"That man is not stupid, he is clever.","वह आदमी मूर्ख नहीं, चालाक है।",hi,approved,joy,45,10
452,क्या यह चीज़ असली है या नकली?,en,Is this thing real or fake?,क्या यह चीज़ असली है या नकली?,hi,approved,joy,43,7
453,मद्रास में आज मौसम कैसा है?,en,How is the weather in Madras today?,मद्रास में आज मौसम कैसा है?,hi,approved,joy,41,9
454,गर्म है।,en,It is hot.,गर्म है।,hi,approved,joy,14,4
455,आपकी माताजी कैसी हैं?,en,How is your mother?,आपकी माताजी कैसी हैं?,hi,approved,anger,33,5
456,वे ठीक हैं।,en,She is fine.,वे ठीक हैं।,hi,approved,joy,18,4
457,आप कैसे हैं?,en,How are you?,आप कैसे हैं?,hi,approved,joy,19,4
458,मैं अच्छा हूँ।,en,I am well.,मैं अच्छा हूँ।,hi,approved,anger,23,4
459,सुनील रमन से चालाक है।,en,Sunil is cleverer than Raman.,सुनील रमन से चालाक है।,hi,approved,joy,34,10
460,सुनील रमन से ज़्यादा ईमानदार है।,en,Sunil is more honest than Raman.,सुनील रमन से ज़्यादा ईमानदार है।,hi,approved,joy,50,9
461,वह आम आदमी से कम ताकतवर है।,en,He is less powerful than an ordinary man.,वह आम आदमी से कम ताकतवर है।,hi,approved,joy,41,9
462,राम श्याम से थोड़ा पतला है।,en,Ram is a little slimmer than Shyam.,राम श्याम से थोड़ा पतला है।,hi,approved,joy,40,10
463,क्या वह सबसे तेज़ है?,en,Is he the fastest?,क्या वह सबसे तेज़ है?,hi,approved,joy,32,5
464,मेरा कमरा सबसे साफ़ है।,en,My room is the cleanest.,मेरा कमरा सबसे साफ़ है।,hi,approved,joy,35,7
465,यह बेहतर है।,en,This is better.,यह बेहतर है।,hi,approved,joy,20,4
466,उनका घर काफ़ी अच्छा है।,en,Their house is quite nice.,उनका घर काफ़ी अच्छा है।,hi,approved,joy,35,6
467,वह मुझसे लंबा है।,en,He is taller than me.,वह मुझसे लंबा है।,hi,approved,joy,27,6
468,तुम उससे ज़्यादा ईमानदार हो।,en,You are more honest than him.,तुम उससे ज़्यादा ईमानदार हो।,hi,approved,joy,44,7
469,फूल इस फूलदान में डालते हैं।,en,Flowers are put in this vase.,फूल इस फूलदान में डालते हैं।,hi,approved,joy,44,9
470,क्या वे लोग इनसे ज़्यादा अच्छे हैं?,en,Are those people better than these?,क्या वे लोग इनसे ज़्यादा अच्छे हैं?,hi,approved,joy,54,7
471,यह औरत उस औरत से कम चुस्त है।,en,This woman is less active than that woman.,यह औरत उस औरत से कम चुस्त है।,hi,approved,joy,44,9
472,क्या आपको दिल्ली पसंद है?,en,Do you like Delhi?,क्या आपको दिल्ली पसंद है?,hi,approved,joy,40,5
473,राकेश को यह लड़की पसंद नहीं।,en,Rakesh doesn’t like this girl.,राकेश को यह लड़की पसंद नहीं।,hi,approved,joy,45,11
474,तुझे बाग में सैर करना पसंद है।,en,You like to stroll in the garden.,तुझे बाग में सैर करना पसंद है।,hi,approved,joy,46,8
475,उसे हमारा काम अच्छा लगता है।,en,He/She likes our work.,उसे हमारा काम अच्छा लगता है।,hi,approved,joy,41,7
476,इस लड़की को राकेश अच्छा नहीं लगता।,en,This girl doesn’t like Rakesh.,इस लड़की को राकेश अच्छा नहीं लगता।,hi,approved,joy,53,11
477,तुम्हें गाड़ी चलाना अच्छा लगता है?,en,Do you like to drive?,तुम्हें गाड़ी चलाना अच्छा लगता है?,hi,approved,joy,52,6
478,मैं गौरव को चाहती हूँ।,en,I like Gaurav.,मैं गौरव को चाहती हूँ।,hi,approved,joy,35,6
479,वह समोसा खाना चाहता है।,en,He wants to eat a samosa.,वह समोसा खाना चाहता है।,hi,approved,joy,33,8
480,मैं बाज़ार जाना नहीं चाहती।,en,I don’t want to go to the market.,मैं बाज़ार जाना नहीं चाहती।,hi,approved,joy,41,12
481,मुझे नई गाड़ी चाहिए।,en,I need a new car.,मुझे नई गाड़ी चाहिए।,hi,approved,joy,32,6
482,इसे घर आना चाहिए।,en,He/She should come home.,इसे घर आना चाहिए।,hi,approved,joy,26,7
483,इन्हें रविवार को काम नहीं करना चाहिए।,en,They should not work on Sunday.,इन्हें रविवार को काम नहीं करना चाहिए।,hi,approved,joy,58,7
484,मुझे भूख लगी है।,en,I am hungry.,मुझे भूख लगी है।,hi,approved,joy,26,4
485,मुझे प्यास लगी है।,en,I am thirsty.,मुझे प्यास लगी है।,hi,approved,joy,29,4
486,मुझे दही खट्टा लगता है।,en,I find yogurt sour.,मुझे दही खट्टा लगता है।,hi,approved,joy,36,5
487,मुझे करेला कड़वा लगता है।,en,I find bitter gourd bitter.,मुझे करेला कड़वा लगता है।,hi,approved,joy,39,8
488,मुझे केला मीठा लगता है।,en,I find banana sweet.,मुझे केला मीठा लगता है।,hi,approved,joy,35,5
489,मुझे आम पापड़ खट्टा-मीठा लगता है।,en,I find mango wafer sweet and sour.,मुझे आम पापड़ खट्टामीठा लगता है।,hi,approved,joy,51,9
490,मुझे समोसा नमकीन लगता है।,en,I find puff pastry salty.,मुझे समोसा नमकीन लगता है।,hi,approved,joy,40,6
491,मुझे फल ताज़ा लगता है।,en,I find fruit fresh.,मुझे फल ताज़ा लगता है।,hi,approved,joy,33,5
492,मुझे परसों का मक्खन बासी लगता है।,en,I find old butter stale.,मुझे परसों का मक्खन बासी लगता है।,hi,approved,joy,51,6
493,मुझे रसगुल्ला नरम लगता है।,en,I find rasgulla soft.,मुझे रसगुल्ला नरम लगता है।,hi,approved,joy,42,8
494,मुझे कटहल सख़्त लगता है।,en,I find jackfruit hard.,मुझे कटहल सख़्त लगता है।,hi,approved,joy,39,6
495,मुझे चना मसाला मसालेदार लगता है।,en,I find chickpeas spicy.,मुझे चना मसाला मसालेदार लगता है।,hi,approved,joy,48,7
496,मुझे पानी फीका लगता है।,en,I find water bland.,मुझे पानी फीका लगता है।,hi,approved,joy,35,5
497,सोनल का चाचा,en,Sonal’s uncle,सोनल का चाचा,mr,approved,joy,17,6
498,यशु की किताब,en,Yashu’s book,यशु की किताब,hi,approved,joy,19,7
499,दीपक का मेज़,en,Deepak’s table,दीपक का मेज़,hi,approved,joy,19,6
500,प्रशांत का लैपटॉप,en,Prashant’s laptop,प्रशांत का लैपटॉप,mr,approved,joy,28,7
501,நா உனைவிட உயரமானவன்,hi,मैं तुम से लम्बा हूँ,நா உனைவிட உயரமானவன்,ta,approved,joy,53,31
502,நா உனைவிட உயரமானவள்,hi,मैं तुम से लम्बी हूँ,நா உனைவிட உயரமானவள்,ta,approved,joy,53,32
503,அருண் பிரியாவை விட உயரமானவன்,hi,"अरुण, प्रिया से छोटा है",அருண் பிரியாவை விட உயரமானவன்,ta,approved,joy,78,35
504,பிரியா அருணை விடஉயரமானவள்,hi,"प्रिया, अरुण से छोटी है",பிரியா அருணை விடஉயரமானவள்,ta,approved,joy,71,36
505,இது அதைவிட நீளமானது,hi,यह उससे लंबा है,இது அதைவிட நீளமானது,ta,approved,joy,53,23
506,அது இதைவிட நீளமானது,hi,यह इससे लंबा है,அது இதைவிட நீளமானது,ta,approved,joy,53,23
507,அருணின் கார்,hi,अण की कार,அருணின் கார்,ta,approved,joy,34,13
508,பிரியாவின் கார்,hi,प्रिया की कार,பிரியாவின் கார்,ta,approved,joy,43,20
509,பிரியாவின் போன்,hi,प्रिया का फोन,பிரியாவின் போன்,ta,approved,joy,43,20
510,பிரியாவின் போன்கள்,hi,प्रिया के फोन,பிரியாவின் போன்கள்,ta,approved,joy,52,21
511,அருணின் புத்தகம்,hi,अण की किताब,அருணின் புத்தகம்,ta,approved,joy,46,17
512,அருணின் புத்தகங்கள்,hi,अण की पुस्तकें,அருணின் புத்தகங்கள்,ta,approved,anger,55,24
513,அருணின் மகன்,hi,अण का बेटा,அருணின் மகன்,ta,approved,joy,34,14
514,பிரியாவின் மகன்,hi,प्रिया का बेटा,பிரியாவின் மகன்,ta,approved,joy,43,21
515,அருணின் மகள்,hi,अण की बेटी,அருணின் மகள்,ta,approved,joy,34,16
516,பிரியாவின் மகள்,hi,प्रिया की बेटी,பிரியாவின் மகள்,ta,approved,joy,43,23
517,பிரியாவின் மகன்கள்,hi,प्रिया के बेटे,பிரியாவின் மகன்கள்,ta,approved,joy,52,23
518,பிரியாவின் மகள்கள்,hi,प्रिया की बेटियाँ,பிரியாவின் மகள்கள்,ta,approved,joy,52,28
519,தயவு செய்து உதவுவீர்களா?,hi,क्या आप मेरी मदद करेंगे?,தயவு செய்து உதவுவீர்களா?,ta,approved,anger,66,38
520,தயவு செய்து பங்கா ஆப் பண்ணுவீர்களா?,hi,क्या आप पंखा बंद कर देंगे?,தயவு செய்து பங்கா ஆப் பண்ணுவீர்களா?,ta,approved,anger,95,39
521,இப்போது என்ன சாப்பிட விரும்புகிறீர்கள்?,hi,अब आप क्या लेना पसंद करेंगे?,இப்போது என்ன சாப்பிட விரும்புகிறீர்கள்?,ta,approved,anger,109,43
522,நான் ஒரு கப் காபி சாப்பிட விரும்புகிறேன்,hi,मैं एक कप कॉफी चाहूँगी,நான் ஒரு கப் காபி சாப்பிட விரும்புகிறேன்,ta,approved,joy,110,35
523,வரவேற்பு,hi,स्वागत है,வரவேற்பு,ta,approved,anger,24,15
524,வணக்கம்,hi,नमस्ते / नमस्कार,வணக்கம்,ta,approved,anger,21,26
525,வணக்கம்,hi,हेलो,வணக்கம்,ta,approved,anger,21,8
526,எப்படி இருக்கிறீர்கள்?,hi,आप कैसे हैं?,எப்படி இருக்கிறீர்கள்?,ta,approved,anger,62,19
527,எப்படி இருக்கிறாய்?,hi,तुम कैसे हो?,எப்படி இருக்கிறாய்?,ta,approved,anger,53,19
528,நான் நன்றாக இருக்கிறேன்,hi,मैं अच्छा हूँ / मैं अच्छी हूँ,நான் நன்றாக இருக்கிறேன்,ta,approved,anger,65,44
529,நெடுநாளாக பார்க்கவில்லை,hi,बहुत समय से दिखे नहीं,நெடுநாளாக பார்க்கவில்லை,ta,approved,joy,67,34
530,உங்கள் பெயர் என்ன?,hi,आपका नाम क्या है?,உங்கள் பெயர் என்ன?,ta,approved,anger,48,24
531,என் பெயர் ...,hi,मेरा नाम ... है,என் பெயர் ...,ta,approved,anger,26,17
532,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,hi,आप कहाँ से हैं?,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,ta,approved,anger,93,22
533,நான் ... இருந்து வருகிறேன்,hi,मैं ... से हूँ,நான் ... இருந்து வருகிறேன்,ta,approved,anger,63,17
534,உங்களை சந்தித்ததில் மகிழ்ச்சி,hi,आप से मिलकर खुशी हुई,உங்களை சந்தித்ததில் மகிழ்ச்சி,ta,approved,joy,83,32
535,காலை வணக்கம்,hi,शुभ प्रभात,காலை வணக்கம்,ta,approved,joy,34,17
536,மதிய வணக்கம்,hi,नमस्ते / शुभ दोपहर,மதிய வணக்கம்,ta,approved,joy,34,29
537,மாலை வணக்கம்,hi,शुभ संध्या,மாலை வணக்கம்,ta,approved,joy,34,17
538,இனிய இரவு,hi,शुभ रात्रि,இனிய இரவு,ta,approved,anger,25,17
539,விடை பெறுகிறேன்,hi,फिर मिलेंगे,விடை பெறுகிறேன்,ta,approved,joy,43,20
540,நல்வாழ்த்துக்கள்,hi,शुभकामनाएँ,நல்வாழ்த்துக்கள்,ta,approved,anger,48,18
541,இனிய நாளாக அமையட்டும்,hi,आपका दिन अच्छा बीते,இனிய நாளாக அமையட்டும்,ta,approved,joy,59,30
542,உணவை ரசித்து உண்க,hi,कृपया भोजन शुरू कीजिए,உணவை ரசித்து உண்க,ta,approved,joy,47,35
543,இனிய பயணமாக அமையட்டும்,hi,शुभ यात्रा,இனிய பயணமாக அமையட்டும்,ta,approved,anger,62,16
544,எனக்கு தெரியாது,hi,मुझे नहीं पता,எனக்கு தெரியாது,ta,approved,anger,43,21
545,உங்களுக்கு புரிகிறதா?,hi,क्या आप समझे?,உங்களுக்கு புரிகிறதா?,ta,approved,anger,59,20
546,நான் புரிந்து கொண்டேன்,hi,मैं समझ गया / गयी,நான் புரிந்து கொண்டேன்,ta,approved,joy,62,24
547,எனக்கு புரியவில்லை,hi,मैं समझा / समझी नहीं,எனக்கு புரியவில்லை,ta,approved,joy,52,30
548,தயவு செய்து மெதுவாக பேசுங்கள்,hi,कृपया धीरे बोलिए,தயவு செய்து மெதுவாக பேசுங்கள்,ta,approved,joy,81,27
549,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,hi,कृपया इसे दोहराएँ,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,ta,approved,anger,98,28
550,தயவு செய்து எழுதுங்கள்,hi,कृपया लिखिए,தயவு செய்து எழுதுங்கள்,ta,approved,joy,62,19
551,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,hi,क्या आप अंग्रेज़ी बोलते हैं?,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,ta,approved,anger,81,46
552,நீங்கள் हिन्दी பேசுவீர்களா?,hi,क्या आप हिन्दी बोलते हैं?,நீங்கள் हिन्दी பேசுவீர்களா?,ta,approved,anger,68,40
553,"ஆம், கொஞ்சம்",hi,"हाँ, थोड़ी सी","ஆம், கொஞ்சம்",ta,approved,anger,32,20
554,மன்னிக்கவும்,hi,माफ कीजिए,மன்னிக்கவும்,ta,approved,joy,36,15
555,நன்றி,hi,धन्यवाद,நன்றி,ta,approved,anger,15,13
556,கழிப்பறை எங்கே?,hi,टॉयलेट कहाँ है?,கழிப்பறை எங்கே?,ta,approved,anger,41,24
557,உதவி!,hi,मदद!,உதவி!,ta,approved,anger,13,7
558,தீ!,hi,आग!,தீ!,ta,approved,anger,7,5
559,நிறுத்து!,hi,रुकिए!,நிறுத்து!,ta,approved,anger,25,11
560,காவல்துறையினரை அழைக்கவும்!,hi,पुलिस को बुलाओ!,காவல்துறையினரை அழைக்கவும்!,ta,approved,anger,74,24
561,பிறந்தநாள் வாழ்த்துக்கள்,hi,जन्मदिन मुबारक हो,பிறந்தநாள் வாழ்த்துக்கள்,ta,approved,anger,70,29
562,புத்தாண்டு வாழ்த்துக்கள்,hi,नये साल की शुभकामनाएँ,புத்தாண்டு வாழ்த்துக்கள்,ta,approved,anger,70,33
563,ஈஸ்டர் வாழ்த்துக்கள்,hi,ईस्टर की शुभकामनाएँ,ஈஸ்டர் வாழ்த்துக்கள்,ta,approved,anger,58,32
564,வாழ்த்துக்கள்!,hi,बधाई!,வாழ்த்துக்கள்!,ta,approved,anger,40,8
565,தண்ணீரை சேமிக்கவும்,hi,पानी बचाओ,தண்ணீரை சேமிக்கவும்,ta,approved,joy,55,14
566,स्वागत है,ta,வரவேற்பு,स्वागत है,hi,approved,joy,15,24
567,नमस्ते / नमस्कार,ta,வணக்கம்,नमस्ते नमस्कार,hi,approved,joy,26,21
568,हेलो,ta,வணக்கம்,हेलो,mr,approved,joy,8,21
569,आप कैसे हैं?,ta,எப்படி இருக்கிறீர்கள்?,आप कैसे हैं?,hi,approved,joy,19,62
570,तुम कैसे हो?,ta,எப்படி இருக்கிறாய்?,तुम कैसे हो?,hi,approved,joy,19,53
571,मैं अच्छा हूँ / मैं अच्छी हूँ,ta,நான் நன்றாக இருக்கிறேன்,मैं अच्छा हूँ मैं अच्छी हूँ,hi,approved,joy,44,65
572,बहुत समय से दिखे नहीं,ta,நெடுநாளாக பார்க்கவில்லை,बहुत समय से दिखे नहीं,hi,approved,joy,34,67
573,आपका नाम क्या है?,ta,உங்கள் பெயர் என்ன?,आपका नाम क्या है?,hi,approved,joy,24,48
574,मेरा नाम ... है,ta,என் பெயர் ...,मेरा नाम ... है,hi,approved,joy,17,26
575,आप कहाँ से हैं?,ta,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,आप कहाँ से हैं?,hi,approved,anger,22,93
576,मैं ... से हूँ,ta,நான் ... இருந்து வருகிறேன்,मैं ... से हूँ,hi,approved,anger,17,63
577,आप से मिलकर खुशी हुई,ta,உங்களை சந்தித்ததில் மகிழ்ச்சி,आप से मिलकर खुशी हुई,hi,approved,joy,32,83
578,शुभ प्रभात,ta,காலை வணக்கம்,शुभ प्रभात,ne,approved,joy,17,34
579,नमस्ते / शुभ दोपहर,ta,மதிய வணக்கம்,नमस्ते शुभ दोपहर,hi,approved,joy,29,34
580,शुभ संध्या,ta,மாலை வணக்கம்,शुभ संध्या,mr,approved,joy,17,34
581,शुभ रात्रि,ta,இனிய இரவு,शुभ रात्रि,ne,approved,joy,17,25
582,फिर मिलेंगे,ta,விடை பெறுகிறேன்,फिर मिलेंगे,hi,approved,joy,20,43
583,शुभकामनाएँ,ta,நல்வாழ்த்துக்கள்,शुभकामनाएँ,ne,approved,joy,18,48
584,आपका दिन अच्छा बीते,ta,இனிய நாளாக அமையட்டும்,आपका दिन अच्छा बीते,hi,approved,joy,30,59
585,कृपया भोजन शुरू कीजिए,ta,உணவை ரசித்து உண்க,कृपया भोजन शुरू कीजिए,hi,approved,joy,35,47
586,शुभ यात्रा,ta,இனிய பயணமாக அமையட்டும்,शुभ यात्रा,mr,approved,joy,16,62
587,मुझे नहीं पता,ta,எனக்கு தெரியாது,मुझे नहीं पता,hi,approved,joy,21,43
588,क्या आप समझे?,ta,உங்களுக்கு புரிகிறதா?,क्या आप समझे?,mr,approved,joy,20,59
589,मैं समझ गया / गयी,ta,நான் புரிந்து கொண்டேன்,मैं समझ गया गयी,hi,approved,joy,24,62
590,मैं समझा / समझी नहीं,ta,எனக்கு புரியவில்லை,मैं समझा समझी नहीं,hi,approved,joy,30,52
591,कृपया धीरे बोलिए,ta,தயவு செய்து மெதுவாக பேசுங்கள்,कृपया धीरे बोलिए,hi,approved,joy,27,81
592,कृपया इसे दोहराएँ,ta,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,कृपया इसे दोहराएँ,hi,approved,joy,28,98
593,कृपया लिखिए,ta,தயவு செய்து எழுதுங்கள்,कृपया लिखिए,hi,approved,joy,19,62
594,क्या आप अंग्रेज़ी बोलते हैं?,ta,நீங்கள் ஆங்கிலம் பேசுவீர்களா?,क्या आप अंग्रेज़ी बोलते हैं?,hi,approved,joy,46,81
595,क्या आप हिन्दी बोलते हैं?,ta,நீங்கள் हिन्दी பேசுவீர்களா?,क्या आप हिन्दी बोलते हैं?,hi,approved,joy,40,68
596,"हाँ, थोड़ी सी",ta,"ஆம், கொஞ்சம்","हाँ, थोड़ी सी",hi,approved,joy,20,32
597,माफ कीजिए,ta,மன்னிக்கவும்,माफ कीजिए,hi,approved,joy,15,36
598,धन्यवाद,ta,நன்றி,धन्यवाद,ne,approved,joy,13,15
599,टॉयलेट कहाँ है?,ta,கழிப்பறை எங்கே?,टॉयलेट कहाँ है?,hi,approved,anger,24,41
600,मदद!,ta,உதவி!,मदद!,hi,approved,joy,7,13
601,आग!,ta,தீ!,आग!,mr,approved,joy,5,7
602,रुकिए!,ta,நிறுத்து!,रुकिए!,ne,approved,joy,11,25
603,पुलिस को बुलाओ!,ta,காவல்துறையினரை அழைக்கவும்!,पुलिस को बुलाओ!,ne,approved,joy,24,74
604,जन्मदिन मुबारक हो,ta,பிறந்தநாள் வாழ்த்துக்கள்,जन्मदिन मुबारक हो,ne,approved,joy,29,70
605,नये साल की शुभकामनाएँ,ta,புத்தாண்டு வாழ்த்துக்கள்,नये साल की शुभकामनाएँ,hi,approved,joy,33,70
606,ईस्टर की शुभकामनाएँ,ta,ஈஸ்டர் வாழ்த்துக்கள்,ईस्टर की शुभकामनाएँ,hi,approved,joy,32,58
607,बधाई!,ta,வாழ்த்துக்கள்!,बधाई!,ne,approved,anger,8,40
608,पानी बचाओ,ta,தண்ணீரை சேமிக்கவும்,पानी बचाओ,mr,approved,joy,14,55
609,मैं तुम से लम्बा हूँ,ta,நா உனைவிட உயரமானவன்,मैं तुम से लम्बा हूँ,hi,approved,joy,31,53
610,मैं तुम से लम्बी हूँ,ta,நா உனைவிட உயரமானவள்,मैं तुम से लम्बी हूँ,hi,approved,joy,32,53
611,"अरुण, प्रिया से छोटा है",ta,அருண் பிரியாவை விட உயரமானவன்,"अरुण, प्रिया से छोटा है",hi,approved,joy,35,78
612,"प्रिया, अरुण से छोटी है",ta,பிரியா அருணை விடஉயரமானவள்,"प्रिया, अरुण से छोटी है",hi,approved,joy,36,71
613,यह उससे लंबा है,ta,இது அதைவிட நீளமானது,यह उससे लंबा है,hi,approved,joy,23,53
614,यह इससे लंबा है,ta,அது இதைவிட நீளமானது,यह इससे लंबा है,hi,approved,joy,23,53
615,अण की कार,ta,அருணின் கார்,अण की कार,hi,approved,joy,13,34
616,प्रिया की कार,ta,பிரியாவின் கார்,प्रिया की कार,hi,approved,joy,20,43
617,प्रिया का फोन,ta,பிரியாவின் போன்,प्रिया का फोन,hi,approved,joy,20,43
618,प्रिया के फोन,ta,பிரியாவின் போன்கள்,प्रिया के फोन,hi,approved,joy,21,52
619,अण की किताब,ta,அருணின் புத்தகம்,अण की किताब,hi,approved,joy,17,46
620,अण की पुस्तकें,ta,அருணின் புத்தகங்கள்,अण की पुस्तकें,hi,approved,joy,24,55
621,अण का बेटा,ta,அருணின் மகன்,अण का बेटा,mr,approved,joy,14,34
622,प्रिया का बेटा,ta,பிரியாவின் மகன்,प्रिया का बेटा,ne,approved,joy,21,43
623,अण की बेटी,ta,அருணின் மகள்,अण की बेटी,hi,approved,joy,16,34
624,प्रिया की बेटी,ta,பிரியாவின் மகள்,प्रिया की बेटी,hi,approved,joy,23,43
625,प्रिया के बेटे,ta,பிரியாவின் மகன்கள்,प्रिया के बेटे,hi,approved,joy,23,52
626,प्रिया की बेटियाँ,ta,பிரியாவின் மகள்கள்,प्रिया की बेटियाँ,hi,approved,joy,28,52
627,क्या आप मेरी मदद करेंगे?,ta,தயவு செய்து உதவுவீர்களா?,क्या आप मेरी मदद करेंगे?,hi,approved,joy,38,66
628,क्या आप पंखा बंद कर देंगे?,ta,தயவு செய்து பங்கா ஆப் பண்ணுவீர்களா?,क्या आप पंखा बंद कर देंगे?,hi,approved,joy,39,95
629,अब आप क्या लेना पसंद करेंगे?,ta,இப்போது என்ன சாப்பிட விரும்புகிறீர்கள்?,अब आप क्या लेना पसंद करेंगे?,hi,approved,joy,43,109
630,मैं एक कप कॉफी चाहूँगी,ta,நான் ஒரு கப் காபி சாப்பிட விரும்புகிறேன்,मैं एक कप कॉफी चाहूँगी,hi,approved,joy,35,110
631,स्वागत है,ta,வரவேற்பு,स्वागत है,hi,approved,joy,15,24
632,नमस्ते / नमस्कार,ta,வணக்கம்,नमस्ते नमस्कार,hi,approved,joy,26,21
633,हेलो,ta,வணக்கம்,हेलो,mr,approved,joy,8,21
634,आप कैसे हैं?,ta,எப்படி இருக்கிறீர்கள்?,आप कैसे हैं?,hi,approved,joy,19,62
635,तुम कैसे हो?,ta,எப்படி இருக்கிறாய்?,तुम कैसे हो?,hi,approved,joy,19,53
636,मैं अच्छा हूँ / मैं अच्छी हूँ,ta,நான் நன்றாக இருக்கிறேன்,मैं अच्छा हूँ मैं अच्छी हूँ,hi,approved,joy,44,65
637,बहुत समय से दिखे नहीं,ta,நெடுநாளாக பார்க்கவில்லை,बहुत समय से दिखे नहीं,hi,approved,joy,34,67
638,आपका नाम क्या है?,ta,உங்கள் பெயர் என்ன?,आपका नाम क्या है?,hi,approved,joy,24,48
639,मेरा नाम ... है,ta,என் பெயர் ...,मेरा नाम ... है,hi,approved,joy,17,26
640,आप कहाँ से हैं?,ta,நீங்கள் எங்கிருந்து வருகிறீர்கள்?,आप कहाँ से हैं?,hi,approved,anger,22,93
641,मैं ... से हूँ,ta,நான் ... இருந்து வருகிறேன்,मैं ... से हूँ,hi,approved,anger,17,63
642,आप से मिलकर खुशी हुई,ta,உங்களை சந்தித்ததில் மகிழ்ச்சி,आप से मिलकर खुशी हुई,hi,approved,joy,32,83
643,शुभ प्रभात,ta,காலை வணக்கம்,शुभ प्रभात,ne,approved,joy,17,34
644,नमस्ते / शुभ दोपहर,ta,மதிய வணக்கம்,नमस्ते शुभ दोपहर,hi,approved,joy,29,34
645,शुभ संध्या,ta,மாலை வணக்கம்,शुभ संध्या,mr,approved,joy,17,34
646,शुभ रात्रि,ta,இனிய இரவு,शुभ रात्रि,ne,approved,joy,17,25
647,फिर मिलेंगे,ta,விடை பெறுகிறேன்,फिर मिलेंगे,hi,approved,joy,20,43
648,शुभकामनाएँ,ta,நல்வாழ்த்துக்கள்,शुभकामनाएँ,ne,approved,joy,18,48
649,आपका दिन अच्छा बीते,ta,இனிய நாளாக அமையட்டும்,आपका दिन अच्छा बीते,hi,approved,joy,30,59
650,कृपया भोजन शुरू कीजिए,ta,உணவை ரசித்து உண்க,कृपया भोजन शुरू कीजिए,hi,approved,joy,35,47
651,शुभ यात्रा,ta,இனிய பயணமாக அமையட்டும்,शुभ यात्रा,mr,approved,joy,16,62
652,मुझे नहीं पता,ta,எனக்கு தெரியாது,मुझे नहीं पता,hi,approved,joy,21,43
653,क्या आप समझे?,ta,உங்களுக்கு புரிகிறதா?,क्या आप समझे?,mr,approved,joy,20,59
654,मैं समझ गया / गयी,ta,நான் புரிந்து கொண்டேன்,मैं समझ गया गयी,hi,approved,joy,24,62
655,मैं समझा / समझी नहीं,ta,எனக்கு புரியவில்லை,मैं समझा समझी नहीं,hi,approved,joy,30,52
656,कृपया धीरे बोलिए,ta,தயவு செய்து மெதுவாக பேசுங்கள்,कृपया धीरे बोलिए,hi,approved,joy,27,81
657,कृपया इसे दोहराएँ,ta,நீங்கள் அதை மீண்டும் சொல்ல முடியுமா?,कृपया इसे दोहराएँ,hi,approved,joy,28,98
658,कृपया लिखिए,ta,தயவு செய்து எழுதுங்கள்,कृपया लिखिए,hi,approved,joy,19,62
